Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,stock_code,data_fetched_on
2025-04-23 09:30:00-04:00,104.52010345458984,104.80000305175781,104.13999938964844,104.16000366210938,17762939,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:31:00-04:00,104.16000366210938,104.29000091552734,103.94999694824219,104.02010345458984,1946012,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:32:00-04:00,104.0250015258789,104.23999786376953,103.80999755859375,104.20570373535156,1911650,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:33:00-04:00,104.22000122070312,104.33000183105469,103.94010162353516,104.29000091552734,1608205,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:34:00-04:00,104.27999877929688,104.59020233154297,103.80999755859375,103.8499984741211,2102667,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:35:00-04:00,103.87000274658203,103.88500213623047,103.1272964477539,103.24639892578125,2191593,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:36:00-04:00,103.25,103.55999755859375,102.83000183105469,102.95500183105469,2569893,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:37:00-04:00,102.94010162353516,104.27999877929688,102.88500213623047,104.16500091552734,2377095,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:38:00-04:00,104.18000030517578,104.44999694824219,103.80000305175781,104.05999755859375,2302563,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:39:00-04:00,104.04000091552734,104.15850067138672,103.7300033569336,103.94000244140625,1462279,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:40:00-04:00,103.93499755859375,104.30000305175781,103.73999786376953,104.04239654541016,1964738,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:41:00-04:00,104.05400085449219,104.33999633789062,103.91999816894531,104.03720092773438,1564888,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:42:00-04:00,104.03579711914062,104.08999633789062,103.58999633789062,103.65119934082031,1908573,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:43:00-04:00,103.65499877929688,104.04000091552734,103.5999984741211,103.94999694824219,1066278,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:44:00-04:00,103.94000244140625,104.02999877929688,103.70999908447266,103.73880004882812,825310,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:45:00-04:00,103.70999908447266,104.05000305175781,103.56999969482422,103.9000015258789,1153296,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:46:00-04:00,103.91000366210938,104.13999938964844,103.86000061035156,104.11000061035156,1132344,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:47:00-04:00,104.0958023071289,104.18000030517578,103.87999725341797,104.07170104980469,1162576,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:48:00-04:00,104.07499694824219,104.18990325927734,103.9000015258789,103.94000244140625,1013468,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:49:00-04:00,103.94000244140625,104.08999633789062,103.9000015258789,104.04000091552734,738646,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:50:00-04:00,104.03500366210938,104.05000305175781,103.7699966430664,103.81500244140625,1133971,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:51:00-04:00,103.80999755859375,103.93000030517578,103.58999633789062,103.83000183105469,873264,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:52:00-04:00,103.83000183105469,103.875,103.19000244140625,103.41000366210938,1561463,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:53:00-04:00,103.41000366210938,103.5199966430664,102.94999694824219,103.1050033569336,1742343,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:54:00-04:00,103.0999984741211,103.2699966430664,102.93000030517578,103.06999969482422,960192,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:55:00-04:00,103.0791015625,103.0791015625,102.61000061035156,102.875,1330930,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:56:00-04:00,102.875,103.13999938964844,102.80999755859375,103.11000061035156,1034719,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:57:00-04:00,103.12000274658203,103.30989837646484,103.02010345458984,103.30989837646484,938368,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:58:00-04:00,103.30000305175781,103.33999633789062,103.17140197753906,103.33989715576172,741178,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 09:59:00-04:00,103.33499908447266,103.41999816894531,103.19999694824219,103.4198989868164,778790,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 10:00:00-04:00,103.41999816894531,103.94999694824219,102.83999633789062,103.42500305175781,2128526,0.0,0.0,NVDA,2025-05-05 10:43:19
2025-04-23 10:01:00-04:00,103.43000030517578,103.45999908447266,103.05999755859375,103.13500213623047,582870,0.0,0.0,NVDA,2025-05-05 10:43:19
