Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,stock_code,data_fetched_on
2025-04-30 09:30:00-04:00,104.47000122070312,104.66999816894531,104.08000183105469,104.41000366210938,16112115,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:31:00-04:00,104.42949676513672,104.83999633789062,104.29000091552734,104.45989990234375,1521403,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:32:00-04:00,104.44999694824219,105.0,104.3499984741211,104.9000015258789,1464117,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:33:00-04:00,104.9000015258789,105.08000183105469,104.6500015258789,105.04000091552734,1249102,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:34:00-04:00,105.04299926757812,105.36000061035156,104.95999908447266,105.1500015258789,1351534,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:35:00-04:00,105.15499877929688,105.27799987792969,104.8949966430664,104.90499877929688,1200708,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:36:00-04:00,104.9000015258789,105.44000244140625,104.76000213623047,105.18990325927734,1407646,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:37:00-04:00,105.16999816894531,105.25990295410156,104.79000091552734,104.87000274658203,1072422,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:38:00-04:00,104.87699890136719,104.95500183105469,104.61000061035156,104.8499984741211,1044384,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:39:00-04:00,104.86000061035156,104.97000122070312,104.69999694824219,104.86000061035156,762365,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:40:00-04:00,104.86499786376953,105.12000274658203,104.80000305175781,104.96620178222656,856569,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:41:00-04:00,104.95999908447266,104.98999786376953,104.4800033569336,104.83999633789062,1290896,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:42:00-04:00,104.83000183105469,104.87000274658203,104.4000015258789,104.5999984741211,1004146,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:43:00-04:00,104.5999984741211,104.87000274658203,104.51000213623047,104.86000061035156,721341,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:44:00-04:00,104.8499984741211,105.0999984741211,104.81500244140625,105.05000305175781,987937,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:45:00-04:00,105.05000305175781,105.05500030517578,104.7699966430664,104.93000030517578,822628,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:46:00-04:00,104.93499755859375,105.03980255126953,104.81999969482422,104.9749984741211,600667,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:47:00-04:00,104.97000122070312,105.30000305175781,104.83000183105469,105.12999725341797,880707,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:48:00-04:00,105.125,105.5,105.09500122070312,105.4198989868164,985207,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:49:00-04:00,105.41999816894531,105.53700256347656,105.33000183105469,105.47010040283203,945964,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:50:00-04:00,105.46499633789062,105.48999786376953,105.19000244140625,105.34500122070312,692435,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:51:00-04:00,105.3499984741211,105.3499984741211,105.02010345458984,105.11000061035156,611987,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:52:00-04:00,105.12000274658203,105.30999755859375,104.94000244140625,105.0,607704,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:53:00-04:00,105.0,105.08999633789062,104.81009674072266,104.8499984741211,553573,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:54:00-04:00,104.86000061035156,105.0999984741211,104.81999969482422,105.04560089111328,579056,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:55:00-04:00,105.05000305175781,105.25,105.01000213623047,105.19999694824219,673101,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:56:00-04:00,105.19039916992188,105.27999877929688,104.75,104.81500244140625,818963,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:57:00-04:00,104.82990264892578,104.94000244140625,104.70999908447266,104.87000274658203,716736,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:58:00-04:00,104.87000274658203,104.88999938964844,104.68000030517578,104.69999694824219,465666,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 09:59:00-04:00,104.7052001953125,104.77999877929688,104.55999755859375,104.6500015258789,779097,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 10:00:00-04:00,104.65499877929688,105.19999694824219,104.56999969482422,105.18000030517578,938729,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 10:01:00-04:00,105.18000030517578,105.4000015258789,105.11000061035156,105.38880157470703,807661,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 10:02:00-04:00,105.38030242919922,105.41999816894531,105.19999694824219,105.31999969482422,513445,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 10:03:00-04:00,105.33000183105469,105.33999633789062,105.01000213623047,105.10990142822266,619580,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 10:04:00-04:00,105.09500122070312,105.23999786376953,105.0,105.08999633789062,598245,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 10:05:00-04:00,105.08999633789062,105.19999694824219,104.97000122070312,105.13999938964844,474842,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 10:06:00-04:00,105.13999938964844,105.19999694824219,104.96499633789062,105.15480041503906,463461,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 10:07:00-04:00,105.1500015258789,105.19999694824219,104.8499984741211,105.0,542550,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 10:08:00-04:00,104.97000122070312,105.38999938964844,104.93000030517578,105.37480163574219,644746,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 10:09:00-04:00,105.375,105.5199966430664,105.33999633789062,105.4800033569336,661762,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 10:10:00-04:00,105.48999786376953,105.57990264892578,105.30999755859375,105.50499725341797,718894,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 10:11:00-04:00,105.48999786376953,105.55000305175781,105.2699966430664,105.27999877929688,554520,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 10:12:00-04:00,105.2698974609375,105.42500305175781,105.25,105.32499694824219,303256,0.0,0.0,NVDA,2025-05-05 10:37:52
2025-04-30 10:13:00-04:00,105.31999969482422,105.66000366210938,105.31999969482422,105.62139892578125,616296,0.0,0.0,NVDA,2025-05-05 10:37:52
